time,value,feat1,feat2
2000-01-01 00:00:00,0.4967141530112327,1.0,0.0
2000-01-01 01:00:00,2.6551351922323985,0.9998000066665778,0.009999833334166664
2000-01-01 02:00:00,6.057843818907379,0.9992001066609779,0.01999866669333308
2000-01-01 03:00:00,9.208673945405785,0.9982005399352042,0.02999550020249566
2000-01-01 04:00:00,9.244310987406923,0.9968017063026194,0.03998933418663416
2000-01-01 05:00:00,10.445918116486746,0.9950041652780258,0.04997916927067833
2000-01-01 06:00:00,12.80128939777485,0.9928086358538663,0.059964006479444595
2000-01-01 07:00:00,11.84848529662591,0.9902159962126371,0.06994284733753277
2000-01-01 08:00:00,9.810468471452207,0.9872272833756269,0.0799146939691727
2000-01-01 09:00:00,9.429141356682965,0.9838436927881214,0.08987854919801104
2000-01-01 10:00:00,6.545598914514828,0.9800665778412416,0.09983341664682815
2000-01-01 11:00:00,4.322412324094106,0.9758974493306055,0.10977830083717481
2000-01-01 12:00:00,2.630037893689133,0.9713379748520297,0.11971220728891936
2000-01-01 13:00:00,-1.9283211267818823,0.9663899781345132,0.12963414261969486
2000-01-01 14:00:00,-3.9699791457027356,0.9610554383107709,0.1395431146442365
2000-01-01 15:00:00,-4.700142574089658,0.955336489125606,0.14943813247359922
2000-01-01 16:00:00,-6.5653386659405655,0.9492354180824408,0.15931820661424598
2000-01-01 17:00:00,-6.06669118016868,0.9427546655283462,0.16918234906699603
2000-01-01 18:00:00,-7.463306136147082,0.9358968236779348,0.17902957342582418
2000-01-01 19:00:00,-7.464829696114016,0.9286646355765102,0.18885889497650057
2000-01-01 20:00:00,-3.430445224734374,0.9210609940028851,0.19866933079506122
2000-01-01 21:00:00,-3.380039155434981,0.9130889403123083,0.20845989984609956
2000-01-01 22:00:00,-0.8679944454098598,0.9047516632199634,0.21822962308086932
2000-01-01 23:00:00,0.19405584732298609,0.8960524975255252,0.2279775235351884
2000-01-02 00:00:00,3.799798069450482,0.8869949227792842,0.23770262642713458
2000-01-02 01:00:00,7.174981167444624,0.8775825618903728,0.24740395925452294
2000-01-02 02:00:00,8.4509024028454,0.8678191796776499,0.2570805518921551
2000-01-02 03:00:00,12.168877554064375,0.8577086813638242,0.26673143668883115
2000-01-02 04:00:00,12.895986158047107,0.8472551110134161,0.27635564856411376
2000-01-02 05:00:00,14.312101488729336,0.8364626499151869,0.28595222510483553
2000-01-02 06:00:00,14.444775817487741,0.8253356149096783,0.29552020666133955
2000-01-02 07:00:00,16.653624478906018,0.8138784566625339,0.3050586364434435
2000-01-02 08:00:00,13.878000267961479,0.8020957578842927,0.31456656061611776
2000-01-02 09:00:00,11.327204223859255,0.7899922314973651,0.32404302839486837
2000-01-02 10:00:00,11.212352350479366,0.7775727187509279,0.3334870921408144
2000-01-02 11:00:00,6.826387531508073,0.7648421872844885,0.34289780745545134
2000-01-02 12:00:00,5.730337144663773,0.751805729140895,0.35227423327508994
2000-01-02 13:00:00,1.0291811040716483,0.7384685587295879,0.361615431964962
2000-01-02 14:00:00,-0.7024956088584663,0.7248360107409052,0.3709204694129827
2000-01-02 15:00:00,-1.206831808062588,0.7109135380122773,0.3801884151231614
2000-01-02 16:00:00,-2.219728185291739,0.6967067093471654,0.3894183423086505
2000-01-02 17:00:00,-3.75817169523978,0.6822212072876136,0.3986093279844229
2000-01-02 18:00:00,-4.365312383297639,0.6674628258413081,0.40776045305957015
2000-01-02 19:00:00,-4.196455981089386,0.6524374681640519,0.41687080242921076
2000-01-02 20:00:00,-4.368343855474094,0.6371511441985802,0.4259394650659996
2000-01-02 21:00:00,-2.0209841060637883,0.6216099682706644,0.43496553411123023
2000-01-02 22:00:00,0.3017776171443886,0.6058201566434628,0.4439481069655198
2000-01-02 23:00:00,4.216862279210639,0.5897880250310983,0.4528862853790683
2000-01-03 00:00:00,6.0701311366291755,0.5735199860724567,0.4617791755414829
2000-01-03 01:00:00,6.523365912420285,0.5570225467662173,0.470625888171158
2000-01-03 02:00:00,10.9871845218069,0.5403023058681398,0.479425538604203
2000-01-03 03:00:00,12.307224376607577,0.5233659512516495,0.4881772468829075
2000-01-03 04:00:00,13.556043074337605,0.5062202572327784,0.49688013784373675
2000-01-03 05:00:00,15.788541457301049,0.4888720818605275,0.5055333412048469
2000-01-03 06:00:00,16.487024861487143,0.47132836417373997,0.5141359916531132
2000-01-03 07:00:00,15.978612575999996,0.4535961214255773,0.5226872289306592
2000-01-03 08:00:00,13.134906659115732,0.4356824462767121,0.5311861979208834
2000-01-03 09:00:00,11.995393952674911,0.4175945039583582,0.5396320487339692
2000-01-03 10:00:00,10.478476543476212,0.3993395294062732,0.5480239367918736
2000-01-03 11:00:00,8.618771597187848,0.38092482436688185,0.5563610229127838
2000-01-03 12:00:00,4.4779831744948835,0.3623577544766736,0.5646424733950354
2000-01-03 13:00:00,2.079885913959657,0.34364574631604705,0.5728674601004813
2000-01-03 14:00:00,-1.3613994650367767,0.32479628443877623,0.5810351605373051
2000-01-03 15:00:00,-3.636343400581513,0.30581690837828934,0.5891447579422695
2000-01-03 16:00:00,-3.335825998129172,0.2867152096319555,0.5971954413623921
2000-01-03 17:00:00,-3.914981961235604,0.26749882862458735,0.6051864057360395
2000-01-03 18:00:00,-5.812483042256612,0.2481754516523729,0.6131168519734338
2000-01-03 19:00:00,-4.529150466507035,0.22875280780845939,0.6209859870365597
2000-01-03 20:00:00,-4.309231915537146,0.20923866589141926,0.6287930240184686
2000-01-03 21:00:00,-3.868014710044262,0.18964083129783446,0.6365371822219679
2000-01-03 22:00:00,-0.935451521789493,0.16996714290024104,0.644217687237691
2000-01-03 23:00:00,2.5043951682279633,0.15022546991168584,0.6518337710215366
2000-01-04 00:00:00,3.3667631610627784,0.13042370873814554,0.6593846719714731
2000-01-04 01:00:00,7.400339801940575,0.11056977982006959,0.6668696350036979
2000-01-04 02:00:00,5.469790064046315,0.09067162446430968,0.674287911628145
2000-01-04 03:00:00,10.821888484033977,0.0707372016677029,0.6816387600233341
2000-01-04 04:00:00,11.513199928788387,0.05077448493357918,0.6889214451105513
2000-01-04 05:00:00,11.960975411212658,0.03079145908246612,0.6961352386273567
2000-01-04 06:00:00,12.525406228416749,0.010796117058267392,0.7032794192004101
2000-01-04 07:00:00,9.936603824659892,-0.009203543268808336,0.7103532724176078
2000-01-04 08:00:00,10.535368700260827,-0.029199522301288815,0.7173560908995228
2000-01-04 09:00:00,9.35169886055414,-0.049183821914170554,0.7242871743701426
2000-01-04 10:00:00,8.229262570654688,-0.06914844865406194,0.7311458297268958
2000-01-04 11:00:00,3.6485163005646504,-0.08908541693645897,0.7379313711099627
2000-01-04 12:00:00,0.5969676098245379,-0.10898675223987112,0.7446431199708593
2000-01-04 13:00:00,-1.857723050760058,-0.12884449429552464,0.7512804051402927
2000-01-04 14:00:00,-3.0254516301050365,-0.14865070027136365,0.757842562895277
2000-01-04 15:00:00,-5.855829931334797,-0.16839744794907702,0.7643289370255051
2000-01-04 16:00:00,-8.475508831574292,-0.1880768388928801,0.7707388788989693
2000-01-04 17:00:00,-8.6025303369922,-0.2076810016087838,0.7770717475268238
2000-01-04 18:00:00,-9.529313558060437,-0.2272020946930871,0.7833269096274834
